27.00	12.00	24.00	30.00	30.00	30.00	30.00
27.00	15.00	31.00	38.00	33.00	40.00	6.00
27.00	16.00	30.00	39.00	41.00	40.00	6.00
28.00	13.00	31.00	39.00	34.00	38.00	28.00
24.00	11.00	24.00	50.00	26.00	33.00	30.00
27.00	15.00	30.00	44.00	31.00	47.00	27.00
29.00	11.00	22.00	39.00	27.00	42.00	30.00
33.00	14.00	27.00	40.00	17.00	43.00	30.00
29.00	12.00	29.00	40.00	42.00	41.00	30.00
34.00	16.00	39.00	49.00	48.00	50.00	28.00
31.00	12.00	20.00	38.00	38.00	37.00	27.00
27.00	14.00	34.00	50.00	36.00	44.00	25.00
28.00	16.00	30.00	40.00	24.00	37.00	25.00
22.00	10.00	31.00	39.00	29.00	38.00	26.00
26.00	12.00	32.00	39.00	38.00	40.00	30.00
22.00	13.00	33.00	32.00	28.00	39.00	26.00
35.00	13.00	34.00	48.00	47.00	46.00	29.00
35.00	14.00	25.00	50.00	28.00	43.00	29.00
26.00	13.00	30.00	47.00	43.00	48.00	30.00
30.00	12.00	29.00	41.00	25.00	35.00	30.00
22.00	12.00	29.00	36.00	31.00	37.00	30.00
25.00	11.00	26.00	31.00	10.00	30.00	30.00
27.00	13.00	33.00	42.00	42.00	42.00	6.00
33.00	15.00	28.00	50.00	44.00	39.00	30.00
30.00	15.00	34.00	45.00	37.00	47.00	30.00
33.00	12.00	32.00	42.00	37.00	40.00	30.00
30.00	15.00	33.00	49.00	50.00	48.00	30.00
26.00	14.00	31.00	36.00	43.00	42.00	6.00
28.00	11.00	24.00	37.00	25.00	32.00	6.00
30.00	11.00	33.00	45.00	40.00	44.00	28.00
31.00	16.00	35.00	43.00	39.00	42.00	28.00
34.00	16.00	39.00	43.00	45.00	48.00	28.00
24.00	12.00	31.00	38.00	37.00	38.00	30.00
26.00	6.00	8.00	32.00	13.00	14.00	12.00
28.00	13.00	32.00	42.00	42.00	40.00	6.00
27.00	14.00	28.00	36.00	31.00	32.00	30.00
30.00	15.00	35.00	44.00	45.00	42.00	6.00
26.00	15.00	30.00	42.00	38.00	43.00	6.00
36.00	14.00	28.00	46.00	45.00	38.00	6.00
24.00	11.00	31.00	43.00	45.00	47.00	30.00
26.00	14.00	31.00	40.00	37.00	39.00	25.00
26.00	13.00	33.00	37.00	39.00	41.00	30.00
25.00	14.00	28.00	35.00	35.00	37.00	30.00
33.00	14.00	31.00	45.00	40.00	38.00	24.00
35.00	15.00	24.00	46.00	28.00	39.00	27.00
23.00	12.00	23.00	39.00	39.00	44.00	30.00
27.00	12.00	36.00	41.00	37.00	42.00	8.00
27.00	14.00	33.00	41.00	37.00	45.00	26.00
27.00	10.00	25.00	38.00	34.00	42.00	30.00
27.00	15.00	27.00	38.00	38.00	37.00	29.00
30.00	16.00	33.00	42.00	39.00	42.00	6.00
27.00	13.00	30.00	39.00	35.00	37.00	6.00
30.00	13.00	36.00	27.00	36.00	33.00	26.00
35.00	14.00	37.00	46.00	33.00	39.00	25.00
27.00	12.00	28.00	38.00	33.00	36.00	30.00
32.00	11.00	28.00	41.00	34.00	44.00	26.00
34.00	19.00	37.00	50.00	50.00	50.00	30.00
23.00	13.00	28.00	36.00	27.00	44.00	25.00
28.00	16.00	27.00	40.00	20.00	38.00	28.00
29.00	9.00	30.00	40.00	35.00	43.00	30.00
24.00	12.00	30.00	38.00	33.00	36.00	26.00
28.00	9.00	27.00	41.00	38.00	43.00	29.00
29.00	15.00	25.00	39.00	26.00	36.00	26.00
27.00	14.00	32.00	40.00	34.00	40.00	24.00
26.00	9.00	29.00	30.00	28.00	33.00	23.00
30.00	14.00	32.00	32.00	30.00	41.00	30.00
34.00	12.00	34.00	50.00	39.00	47.00	30.00
29.00	14.00	29.00	43.00	41.00	41.00	29.00
30.00	13.00	29.00	44.00	31.00	34.00	30.00
27.00	15.00	29.00	37.00	36.00	38.00	30.00
30.00	9.00	29.00	40.00	37.00	37.00	27.00
30.00	13.00	29.00	44.00	35.00	40.00	30.00
33.00	16.00	28.00	33.00	26.00	41.00	28.00
22.00	14.00	27.00	33.00	35.00	37.00	25.00
30.00	13.00	32.00	46.00	38.00	40.00	26.00
33.00	15.00	37.00	44.00	25.00	40.00	30.00
24.00	14.00	29.00	35.00	36.00	36.00	29.00
28.00	15.00	30.00	44.00	39.00	41.00	25.00
30.00	19.00	39.00	49.00	49.00	49.00	25.00
25.00	11.00	27.00	36.00	32.00	41.00	29.00
26.00	11.00	17.00	36.00	37.00	27.00	26.00
25.00	11.00	17.00	39.00	29.00	41.00	30.00
27.00	13.00	29.00	40.00	38.00	40.00	28.00
36.00	5.00	40.00	50.00	50.00	42.00	30.00
24.00	13.00	27.00	36.00	30.00	37.00	29.00
28.00	7.00	25.00	40.00	35.00	39.00	28.00
28.00	18.00	32.00	48.00	32.00	50.00	30.00
30.00	15.00	32.00	41.00	28.00	30.00	30.00
33.00	17.00	32.00	48.00	46.00	48.00	30.00
23.00	12.00	26.00	34.00	42.00	35.00	29.00
29.00	12.00	30.00	33.00	38.00	40.00	25.00
20.00	13.00	25.00	34.00	33.00	35.00	28.00
31.00	10.00	23.00	49.00	49.00	35.00	24.00
26.00	12.00	27.00	38.00	35.00	38.00	29.00
24.00	15.00	29.00	33.00	35.00	39.00	30.00
31.00	16.00	31.00	49.00	42.00	43.00	29.00
28.00	6.00	24.00	41.00	27.00	33.00	26.00
34.00	17.00	40.00	49.00	47.00	45.00	30.00
30.00	12.00	26.00	40.00	43.00	49.00	30.00
28.00	16.00	30.00	45.00	40.00	34.00	30.00
23.00	15.00	25.00	33.00	31.00	35.00	29.00
21.00	13.00	29.00	30.00	33.00	43.00	29.00
36.00	10.00	24.00	50.00	36.00	40.00	29.00
25.00	11.00	24.00	39.00	36.00	34.00	30.00
32.00	11.00	31.00	49.00	40.00	39.00	28.00
25.00	14.00	32.00	36.00	27.00	39.00	24.00
30.00	13.00	31.00	37.00	34.00	39.00	30.00
30.00	16.00	33.00	48.00	48.00	44.00	30.00
33.00	12.00	30.00	49.00	26.00	40.00	29.00
27.00	13.00	29.00	45.00	41.00	39.00	29.00
26.00	13.00	26.00	37.00	32.00	37.00	28.00
34.00	16.00	23.00	42.00	37.00	39.00	30.00
29.00	15.00	35.00	43.00	39.00	47.00	30.00
24.00	12.00	22.00	31.00	32.00	32.00	30.00
32.00	15.00	29.00	45.00	38.00	45.00	30.00
27.00	15.00	28.00	39.00	39.00	36.00	28.00
36.00	18.00	35.00	45.00	49.00	49.00	30.00
32.00	13.00	35.00	48.00	42.00	43.00	30.00
29.00	7.00	20.00	42.00	26.00	17.00	28.00
32.00	7.00	30.00	40.00	39.00	41.00	6.00
27.00	5.00	26.00	40.00	25.00	34.00	27.00
30.00	13.00	33.00	47.00	42.00	45.00	30.00
35.00	11.00	32.00	49.00	40.00	48.00	30.00
27.00	10.00	24.00	40.00	29.00	28.00	13.00
31.00	15.00	31.00	49.00	39.00	49.00	30.00
27.00	11.00	25.00	38.00	28.00	34.00	19.00
26.00	14.00	31.00	39.00	39.00	39.00	12.00
34.00	11.00	28.00	48.00	38.00	38.00	29.00
27.00	14.00	33.00	38.00	36.00	38.00	27.00
33.00	11.00	34.00	48.00	43.00	44.00	29.00
34.00	16.00	34.00	48.00	45.00	47.00	28.00
36.00	12.00	24.00	50.00	30.00	41.00	30.00
11.00	12.00	23.00	24.00	29.00	41.00	30.00
26.00	10.00	29.00	38.00	35.00	44.00	29.00
26.00	15.00	31.00	38.00	34.00	40.00	30.00
26.00	15.00	34.00	50.00	50.00	50.00	30.00
22.00	17.00	34.00	32.00	37.00	39.00	29.00
25.00	13.00	27.00	32.00	34.00	39.00	29.00
31.00	14.00	29.00	44.00	40.00	43.00	27.00
27.00	11.00	28.00	38.00	19.00	36.00	29.00
34.00	12.00	22.00	46.00	50.00	43.00	30.00
31.00	13.00	36.00	44.00	33.00	46.00	30.00
27.00	6.00	23.00	35.00	48.00	38.00	28.00
23.00	19.00	32.00	50.00	28.00	46.00	30.00
29.00	10.00	23.00	33.00	26.00	30.00	30.00
28.00	15.00	31.00	42.00	35.00	40.00	28.00
27.00	12.00	30.00	35.00	24.00	36.00	25.00
24.00	15.00	34.00	35.00	30.00	50.00	30.00
27.00	11.00	25.00	43.00	32.00	33.00	18.00
26.00	13.00	30.00	38.00	38.00	36.00	30.00
31.00	17.00	30.00	40.00	40.00	30.00	30.00
31.00	13.00	31.00	41.00	39.00	37.00	26.00
32.00	17.00	25.00	38.00	50.00	35.00	9.00
33.00	11.00	29.00	39.00	36.00	38.00	6.00
28.00	17.00	29.00	34.00	31.00	38.00	22.00
31.00	14.00	33.00	43.00	30.00	33.00	26.00
34.00	13.00	35.00	48.00	41.00	46.00	29.00
24.00	6.00	34.00	43.00	43.00	42.00	30.00
27.00	13.00	32.00	40.00	35.00	41.00	30.00
25.00	14.00	29.00	37.00	33.00	44.00	30.00
36.00	11.00	27.00	44.00	34.00	33.00	30.00
36.00	18.00	40.00	50.00	50.00	50.00	30.00
27.00	11.00	28.00	50.00	30.00	43.00	30.00
32.00	15.00	31.00	46.00	43.00	38.00	30.00
29.00	17.00	34.00	46.00	50.00	50.00	30.00
32.00	14.00	34.00	41.00	45.00	39.00	27.00
25.00	13.00	30.00	37.00	35.00	34.00	30.00
27.00	5.00	26.00	33.00	37.00	43.00	30.00
27.00	17.00	26.00	45.00	24.00	44.00	30.00
28.00	13.00	24.00	44.00	37.00	46.00	27.00
30.00	20.00	32.00	30.00	30.00	38.00	30.00
24.00	11.00	21.00	31.00	33.00	34.00	6.00
27.00	17.00	27.00	50.00	41.00	50.00	30.00
25.00	18.00	24.00	32.00	32.00	42.00	30.00
30.00	16.00	30.00	44.00	33.00	41.00	6.00
27.00	15.00	32.00	48.00	40.00	32.00	24.00
26.00	9.00	28.00	32.00	34.00	33.00	29.00
33.00	13.00	34.00	43.00	33.00	49.00	30.00
26.00	14.00	31.00	44.00	29.00	40.00	29.00
30.00	13.00	28.00	41.00	36.00	37.00	30.00
27.00	11.00	22.00	40.00	36.00	36.00	27.00
31.00	14.00	28.00	46.00	20.00	42.00	30.00
32.00	14.00	25.00	46.00	36.00	40.00	29.00
27.00	12.00	29.00	39.00	35.00	38.00	28.00
29.00	14.00	31.00	47.00	34.00	44.00	30.00
31.00	12.00	27.00	50.00	40.00	47.00	28.00
34.00	16.00	35.00	49.00	50.00	43.00	30.00
36.00	16.00	39.00	50.00	50.00	50.00	30.00
31.00	16.00	32.00	44.00	34.00	46.00	29.00
24.00	16.00	26.00	31.00	33.00	39.00	22.00
25.00	15.00	35.00	43.00	44.00	47.00	30.00
35.00	19.00	38.00	49.00	45.00	50.00	29.00
24.00	12.00	28.00	39.00	41.00	34.00	29.00
34.00	15.00	33.00	50.00	50.00	47.00	30.00
23.00	8.00	18.00	35.00	34.00	34.00	28.00
20.00	11.00	23.00	26.00	24.00	32.00	27.00
35.00	18.00	36.00	50.00	46.00	49.00	6.00
23.00	16.00	29.00	34.00	30.00	25.00	22.00
25.00	13.00	33.00	47.00	34.00	49.00	30.00
29.00	17.00	34.00	39.00	37.00	46.00	30.00
18.00	15.00	24.00	37.00	40.00	34.00	28.00
33.00	15.00	33.00	47.00	40.00	48.00	30.00
25.00	6.00	26.00	43.00	20.00	39.00	28.00
26.00	15.00	29.00	38.00	36.00	38.00	30.00
28.00	15.00	28.00	46.00	45.00	46.00	29.00
23.00	13.00	28.00	34.00	33.00	38.00	23.00
36.00	10.00	32.00	50.00	50.00	50.00	30.00
21.00	11.00	27.00	31.00	43.00	39.00	30.00
24.00	14.00	20.00	35.00	37.00	35.00	25.00
24.00	11.00	30.00	42.00	33.00	38.00	30.00
27.00	10.00	24.00	39.00	40.00	30.00	12.00
24.00	10.00	26.00	38.00	34.00	33.00	30.00
27.00	11.00	32.00	36.00	42.00	41.00	27.00
23.00	12.00	27.00	38.00	28.00	40.00	30.00
28.00	11.00	28.00	26.00	26.00	30.00	28.00
25.00	11.00	31.00	40.00	43.00	44.00	30.00
27.00	10.00	32.00	32.00	39.00	40.00	12.00
28.00	11.00	27.00	32.00	24.00	36.00	25.00
25.00	14.00	26.00	26.00	34.00	28.00	24.00
26.00	13.00	26.00	35.00	37.00	34.00	19.00
33.00	13.00	33.00	50.00	43.00	42.00	25.00
32.00	12.00	24.00	50.00	42.00	45.00	30.00
34.00	19.00	24.00	41.00	43.00	30.00	30.00
27.00	13.00	30.00	39.00	36.00	36.00	26.00
36.00	17.00	30.00	41.00	30.00	30.00	29.00
24.00	18.00	29.00	37.00	30.00	28.00	26.00
27.00	9.00	24.00	36.00	36.00	36.00	17.00
28.00	14.00	29.00	38.00	35.00	32.00	28.00
25.00	12.00	27.00	32.00	36.00	39.00	24.00
29.00	13.00	30.00	35.00	37.00	33.00	30.00
28.00	20.00	40.00	41.00	36.00	40.00	30.00
33.00	14.00	30.00	38.00	34.00	41.00	29.00
28.00	10.00	32.00	44.00	40.00	37.00	27.00
34.00	17.00	28.00	45.00	41.00	47.00	29.00
26.00	12.00	26.00	35.00	35.00	40.00	30.00
29.00	12.00	30.00	37.00	36.00	38.00	30.00
23.00	11.00	31.00	38.00	29.00	37.00	27.00
25.00	13.00	29.00	36.00	35.00	32.00	30.00
36.00	9.00	31.00	40.00	40.00	40.00	22.00
27.00	15.00	26.00	48.00	42.00	40.00	27.00
25.00	15.00	26.00	31.00	29.00	34.00	26.00
23.00	13.00	28.00	26.00	23.00	33.00	30.00
24.00	10.00	25.00	30.00	29.00	33.00	25.00
25.00	14.00	25.00	32.00	33.00	36.00	28.00
33.00	15.00	28.00	45.00	41.00	49.00	30.00
26.00	13.00	25.00	34.00	28.00	33.00	30.00
33.00	14.00	40.00	50.00	40.00	40.00	30.00
26.00	12.00	29.00	36.00	35.00	38.00	30.00
30.00	12.00	28.00	40.00	40.00	42.00	29.00
25.00	14.00	33.00	40.00	35.00	39.00	30.00
26.00	13.00	33.00	38.00	33.00	35.00	30.00
23.00	15.00	29.00	35.00	23.00	30.00	26.00
32.00	14.00	29.00	36.00	35.00	36.00	28.00
36.00	20.00	35.00	47.00	39.00	36.00	30.00
27.00	10.00	24.00	34.00	30.00	50.00	24.00
34.00	13.00	29.00	50.00	49.00	47.00	30.00
36.00	17.00	40.00	48.00	41.00	43.00	30.00
27.00	15.00	30.00	40.00	34.00	38.00	12.00
35.00	20.00	39.00	48.00	48.00	49.00	30.00
27.00	14.00	23.00	35.00	36.00	41.00	24.00
25.00	13.00	30.00	36.00	27.00	42.00	27.00
30.00	13.00	34.00	43.00	42.00	41.00	28.00
28.00	14.00	39.00	43.00	39.00	40.00	28.00
23.00	11.00	23.00	37.00	33.00	35.00	28.00
26.00	16.00	31.00	40.00	30.00	34.00	27.00
29.00	14.00	32.00	31.00	37.00	35.00	30.00
26.00	19.00	36.00	41.00	27.00	36.00	27.00
27.00	12.00	27.00	38.00	33.00	34.00	30.00
27.00	15.00	30.00	39.00	36.00	38.00	30.00
32.00	12.00	26.00	47.00	21.00	34.00	24.00
32.00	14.00	36.00	45.00	46.00	45.00	30.00
33.00	11.00	28.00	47.00	34.00	33.00	28.00
23.00	15.00	25.00	32.00	25.00	33.00	26.00
27.00	16.00	36.00	48.00	38.00	44.00	29.00
30.00	15.00	33.00	41.00	30.00	44.00	30.00
23.00	17.00	27.00	37.00	32.00	36.00	30.00
23.00	14.00	31.00	38.00	31.00	36.00	19.00
29.00	11.00	28.00	44.00	39.00	42.00	24.00
26.00	10.00	27.00	32.00	32.00	33.00	25.00
23.00	14.00	28.00	42.00	39.00	29.00	27.00
24.00	17.00	32.00	31.00	36.00	32.00	22.00
35.00	16.00	31.00	44.00	28.00	44.00	30.00
35.00	15.00	37.00	45.00	41.00	37.00	30.00
33.00	6.00	27.00	44.00	19.00	36.00	29.00
36.00	15.00	32.00	40.00	36.00	40.00	25.00
34.00	13.00	24.00	38.00	37.00	48.00	30.00
26.00	14.00	28.00	43.00	37.00	37.00	24.00
28.00	14.00	32.00	43.00	35.00	49.00	29.00
34.00	14.00	32.00	44.00	44.00	49.00	29.00
25.00	14.00	30.00	37.00	38.00	40.00	25.00
32.00	11.00	28.00	46.00	36.00	41.00	29.00
24.00	14.00	28.00	35.00	41.00	41.00	15.00
28.00	10.00	26.00	45.00	36.00	40.00	28.00
29.00	18.00	31.00	48.00	38.00	40.00	27.00
29.00	16.00	34.00	41.00	40.00	39.00	25.00
23.00	14.00	32.00	39.00	39.00	33.00	21.00
22.00	15.00	23.00	37.00	37.00	34.00	28.00
28.00	15.00	26.00	40.00	29.00	40.00	30.00
35.00	20.00	36.00	46.00	50.00	48.00	30.00
33.00	13.00	29.00	49.00	38.00	47.00	29.00
30.00	12.00	28.00	37.00	19.00	37.00	25.00
23.00	17.00	29.00	37.00	34.00	34.00	30.00
34.00	16.00	37.00	50.00	36.00	43.00	30.00
22.00	14.00	37.00	40.00	27.00	48.00	30.00
32.00	13.00	34.00	43.00	30.00	46.00	30.00
28.00	15.00	22.00	49.00	49.00	50.00	30.00
20.00	9.00	30.00	38.00	32.00	34.00	28.00
36.00	20.00	40.00	50.00	50.00	50.00	30.00
26.00	16.00	38.00	38.00	41.00	46.00	30.00
33.00	16.00	32.00	49.00	32.00	45.00	26.00
23.00	16.00	34.00	43.00	10.00	39.00	30.00
25.00	15.00	25.00	32.00	31.00	31.00	18.00
27.00	14.00	31.00	38.00	35.00	39.00	26.00
19.00	11.00	24.00	31.00	33.00	33.00	24.00
28.00	10.00	23.00	39.00	24.00	31.00	27.00
32.00	11.00	31.00	48.00	41.00	43.00	29.00
30.00	12.00	29.00	42.00	25.00	35.00	30.00
25.00	5.00	20.00	18.00	31.00	10.00	7.00
35.00	12.00	29.00	42.00	47.00	46.00	29.00
32.00	13.00	26.00	46.00	38.00	46.00	30.00
27.00	12.00	28.00	38.00	31.00	36.00	30.00
28.00	8.00	25.00	43.00	31.00	37.00	28.00
26.00	10.00	32.00	45.00	38.00	41.00	27.00
26.00	11.00	27.00	31.00	35.00	32.00	23.00
35.00	14.00	38.00	48.00	49.00	48.00	30.00
31.00	16.00	32.00	47.00	50.00	44.00	30.00
31.00	15.00	27.00	44.00	34.00	42.00	30.00
27.00	10.00	33.00	41.00	39.00	43.00	27.00
24.00	13.00	22.00	37.00	34.00	38.00	28.00
27.00	13.00	25.00	36.00	28.00	30.00	30.00
28.00	15.00	31.00	46.00	28.00	45.00	30.00
28.00	14.00	27.00	34.00	32.00	42.00	29.00
29.00	12.00	29.00	38.00	31.00	39.00	29.00
30.00	17.00	35.00	43.00	31.00	39.00	30.00
24.00	17.00	31.00	38.00	37.00	39.00	29.00
27.00	14.00	31.00	37.00	33.00	37.00	26.00
27.00	13.00	29.00	37.00	33.00	33.00	30.00
27.00	16.00	26.00	41.00	30.00	34.00	30.00
18.00	14.00	34.00	29.00	31.00	41.00	30.00
30.00	14.00	23.00	46.00	48.00	37.00	29.00
29.00	11.00	31.00	41.00	24.00	37.00	9.00
22.00	14.00	28.00	35.00	26.00	36.00	30.00
25.00	12.00	38.00	49.00	41.00	45.00	30.00
24.00	12.00	28.00	41.00	30.00	30.00	25.00
35.00	11.00	34.00	47.00	27.00	41.00	30.00
34.00	14.00	29.00	48.00	40.00	48.00	30.00
24.00	14.00	30.00	34.00	34.00	34.00	29.00
34.00	15.00	34.00	40.00	34.00	41.00	30.00
27.00	14.00	32.00	40.00	30.00	42.00	30.00
26.00	18.00	37.00	40.00	50.00	44.00	30.00
28.00	14.00	34.00	42.00	34.00	38.00	28.00
31.00	17.00	39.00	39.00	38.00	42.00	29.00
27.00	10.00	19.00	35.00	31.00	33.00	26.00
28.00	14.00	32.00	44.00	43.00	46.00	28.00
24.00	7.00	21.00	30.00	33.00	35.00	27.00
25.00	11.00	22.00	36.00	30.00	32.00	28.00
27.00	11.00	23.00	35.00	34.00	30.00	12.00
34.00	13.00	37.00	49.00	47.00	46.00	29.00
29.00	12.00	29.00	42.00	38.00	36.00	24.00
30.00	12.00	31.00	41.00	32.00	37.00	27.00
35.00	12.00	40.00	50.00	45.00	50.00	30.00
28.00	12.00	31.00	32.00	33.00	35.00	26.00
27.00	14.00	31.00	42.00	33.00	40.00	26.00
26.00	16.00	30.00	40.00	35.00	42.00	11.00
27.00	9.00	22.00	39.00	38.00	38.00	26.00
